name,type_dish,time_eat,ingredients,recipe_steps,recipe_link,name_ingredients
Салат з кавуном і смаженим сиром халумі,Салат,В будь-який час,"['сир халумі: 110гр.', 'сванська сіль: 0,7гр.', 'олія рослинна: 10гр.', 'салат корн: 5гр.', 'салат фрізе: 5гр.', 'салат лолло россо: 5гр.', 'кавун: 180гр.', 'олія оливкова: 15мл.']","['Крок #1\\\\\\\\\\\\\\\\nХалумі нарізати цілою прямокутною пластиною товщиною 1,5-2 см, довжиною 12-14 см, шириною 4-5 см. Приправити сир сванською сіллю з усіх боків і посмажити до золотистого кольору на пательні, застеленій кулінарним пергаментом, з додаванням рослинної олії. Перекласти халумі на серветку і дати стекти надлишку олії. Пластину смаженого сиру нарізати на трикутники шириною 3-3,5 см.', 'Крок #2\\\\\\\\\\\\\\\\nУ кавуна видалити насіння, яке видно зверху. М’якоть нарізати трикутниками 5x5x4 см і товщиною 1,5 см.', 'Крок #3\\\\\\\\\\\\\\\\nУ мисці змішати окремо рукколу, фрізе, лолло росса і корн.', 'Крок #4\\\\\\\\\\\\\\\\nУ центр тарілки гіркою викласти ½ частину салатної суміші, далі рівномірно викласти трикутники кавуна (також половину). Зверху розподілити іншу частину салату і кавуна. По бокам салату покласти смажений сир. Салат полити оливковою олією.']",https://harchi.info/recipe/salat-z-kavunom-i-smazhenym-syrom-halumi-7085,"['сир халумі', 'сванська сіль', '7гр.', 'олія рослинна', 'салат корн', 'салат фрізе', 'салат лолло россо', 'кавун', 'олія оливкова']"
Лимонад малина та обліпиха,Безалкогольний напій,В будь-який час,"['обліпиха: 100гр.', 'малина: 30гр.', 'лайм: 75гр.', 'цукровий сироп: 100мл.', 'персиковий сік: 250мл.', 'газована вода: 250мл.', 'мандарини зі шкіркою: 50гр.']","['Крок #1\\\\\\\\\\\\\\\\nУ глечик викласти всі ягоди обліпихи та малини, скибочки мандаринів зі шкіркою, 2 скибочки лайму (не витискаючи) - все ретельно почавити мадлером.', 'Крок #2\\\\\\\\\\\\\\\\nНалити цукровий сироп, персиковий сік, газовану воду, витиснути сік 3 скибочок лайму. .', 'Крок #3\\\\\\\\\\\\\\\\nДодати лід і все перемішати барною ложкою']",https://harchi.info/recipe/lymonad-malyna-ta-oblipyha-7083,"['обліпиха', 'малина', 'лайм', 'цукровий сироп', 'персиковий сік', 'газована вода', 'мандарини зі шкіркою']"
Смузі малина-ківі,Безалкогольний напій,В будь-який час,"['банан: 1/2шт.', 'малина: 50гр.', 'пюре малинове: 70мл.', 'пюре ківі: 50мл.', 'сік апельсиновий: 50мл.', 'лід подрібнений: 50гр.']","['Крок #1\\\\\\\\\\\\\\\\nВикласти всі інгредієнти у чашу блендера. Перебити до однорідної консистенції.', 'Крок #2\\\\\\\\\\\\\\\\nВикласти всі інгредієнти у чашу блендера. Перебити до однорідної консистенції.']",https://harchi.info/recipe/smuzi-malyna-kivi-7081,"['банан', 'малина', 'пюре малинове', 'пюре ківі', 'сік апельсиновий', 'лід подрібнений']"
Коктейль Пісня моря,Алкогольний напій,В будь-який час,"['апероль: 40мл.', 'вермут червоний: 20мл.', 'пюре малинове: 20гр.', ""м'якоть лайму: 15гр."", 'білок курячий: 1шт.']","['Крок #1\\\\\\\\\\\\\\\\nЗмішати всі інгредієнти з льодом в шейкері.', 'Крок #2\\\\\\\\\\\\\\\\nПерелити у рокс з льодом та прикрасити свіжими ягодами.']",https://harchi.info/recipe/kokteyl-pisnya-morya-7082,"['апероль', 'вермут червоний', 'пюре малинове', 'мякоть лайму', 'білок курячий']"
Лимонад Pink Mary,Безалкогольний напій,В будь-який час,"['помідор черрі: 3шт.', 'пюре малинове: 60мл.', 'сік лимонний: 15мл.', 'цукровий сироп: 20мл.', 'газована вода: 150мл.', 'базилік: 10гр.']","['Крок #1\\\\\\\\\\\\\\\\nПомідори почавіть мадлером.', 'Крок #2\\\\\\\\\\\\\\\\nДодайте малинове пюре, свіжеприготований лимооний сік, цукровий сироп і змішайте все у шейкері з льодом.', 'Крок #3\\\\\\\\\\\\\\\\nНаповніть келих подрібненим льодом, вилийте суміш з шейкера на лід. Зверху залийте газованою водою, ретельно перемішайте барною ложкою.', 'Крок #4\\\\\\\\\\\\\\\\nПрикрасьте листочками базиліку']",https://harchi.info/recipe/lymonad-pink-mary-7080,"['помідор черрі', 'пюре малинове', 'сік лимонний', 'цукровий сироп', 'газована вода', 'базилік']"
Смузі Екстра ягідний,Безалкогольний напій,В будь-який час,"['ожина: 50гр.', 'полуниця: 2шт.', 'журавлина: 1ч. л.', 'ягоди годжі: 2ч. л.', 'молоко мигдалеве: 100мл.', 'пюре малинове: 50мл.', 'спіруліна: 1гр.', 'шпинат: 5гр.', 'сік буряковий: 20мл.']","['Крок #1\\\\\\\\\\\\\\\\nЯгоди відділити від плодоніжок, промити прохолодною водою та просушити.', 'Крок #2\\\\\\\\\\\\\\\\nВикласти всі ягоди у чашу блендера. Додати спіруліну, листочок шпинату, малинове пюре та буряковий сік. Влити мигдалеве молоко. Перебити в блендері до однорідної консистенції.Перелити готовий смузі у гарну склянку.', 'Крок #3\\\\\\\\\\\\\\\\nПерелити готовий смузі у гарну склянку.']",https://harchi.info/recipe/smuzi-ekstra-yagidnyy-7079,"['ожина', 'полуниця', 'журавлина', 'ягоди годжі', 'молоко мигдалеве', 'пюре малинове', 'спіруліна', 'шпинат', 'сік буряковий']"
Абрикосовий пиріг,Випічка,В будь-який час,"['масло вершкове: 120гр.', 'цукор: 150гр.', 'яйце куряче: 2шт.', 'борошно: 200гр.', 'розпушувач тіста: 1ч. л.', 'сіль: 4гр.', 'ванільний цукор: 20гр.', 'абрикос: 15шт.', 'цукрова пудра: 40гр.']","['Крок #1\\\\\\\\\\\\\\\\nРозм’якшене масло кімнатної температури збиваємо з цукром та ванільним цукром до пухкої білої маси, по одному додаємо яйця, добре збиваючи після кожного. Додаємо сіль, розпушувач та борошно і добре вимішуємо до однорідної маси.', 'Крок #2\\\\\\\\\\\\\\\\nЗастеляємо дно форми пергаментом і викладаємо тісто, розрівнюємо його.', 'Крок #3\\\\\\\\\\\\\\\\nАбрикоси розділяємо навпіл, видаляємо кісточки. Викладаємо половинки на тісто, злегка присипаємо цукром.', 'Крок #4\\\\\\\\\\\\\\\\nСтавимо пиріг у розігріту до 180 градусів духовку і випікаємо хвилин 40-45.', 'Крок #5\\\\\\\\\\\\\\\\nГотовий пиріг виймаємо з духовки, даємо трохи охолонути, але ще теплим посипаємо цукровою пудрою.']",https://harchi.info/recipe/abrykosovyy-pyrig-6800,"['масло вершкове', 'цукор', 'яйце куряче', 'борошно', 'розпушувач тіста', 'сіль', 'ванільний цукор', 'абрикос', 'цукрова пудра']"
Маффіни з ожиною,Випічка,В будь-який час,"['масло вершкове: 80гр.', 'молоко: 130гр.', 'яйце куряче: 1шт.', 'сіль: 4гр.', 'борошно: 220гр.', 'цукор: 110гр.', 'розпушувач тіста: 1,5ч. л.', 'мускатний горіх: 1/4ч. л.', 'ожина: 25шт.']","['Крок #1\\\\\\\\\\\\\\\\nРозтоплюємо вершкове масло, вливаємо туди молоко і додаємо яйце. Гарно розмішуємо.', 'Крок #2\\\\\\\\\\\\\\\\nОкремо змішуємо борошно із дрібкою солі, цукром, розпушувачем і мускатним горіхом.', 'Крок #3\\\\\\\\\\\\\\\\nВисипаємо у миску, робимо по центру заглиблення, куди вливаємо молочну суміш. Розмішуємо до однорідної консистенції.', 'Крок #4\\\\\\\\\\\\\\\\nФормочки змащуємо маслом або олією. Тісто розкладаємо у форми, зверху втискаємо по 2-3 ягоди ожини.', 'Крок #5\\\\\\\\\\\\\\\\nСтавимо у розігріту до 175 градусів духовку та випікаємо 25-30 хв.']",https://harchi.info/recipe/maffiny-z-ozhynoyu-6799,"['масло вершкове', 'молоко', 'яйце куряче', 'сіль', 'борошно', 'цукор', 'розпушувач тіста', '5ч. л.', 'мускатний горіх', 'ожина']"
Вишневий пиріг,Випічка,В будь-який час,"['вишня: 1скл.', 'борошно: 1скл.', 'кефір: 1скл.', 'цукор: 1скл.', 'яйце куряче: 3шт.', 'розпушувач тіста: 1ч. л.']","['Крок #1\\\\\\\\\\\\\\\\nЗ вишні видаляємо кісточки та складаємо у друшляк, аби з неї стік сік. Якщо це не зробити, тісто розмокне та зіпсує пиріг.', 'Крок #2\\\\\\\\\\\\\\\\nПоки вишня стікає, в окремій мисці змішуємо яйця та цукор, трохи збиваємо. Потім вливаємо кефір (він має бути кімнатної температури).', 'Крок #3\\\\\\\\\\\\\\\\nБорошно окремо змішуємо з розпушувачем та додаємо в яєчно-кефірну суміш. Усе ретельно перемішуємо. Тісто має вийти помірно рідким, але досить щільним. Якщо воно занадто рідке, додайте трохи борошна і ретельно перемішайте, щоб не було грудочок.', 'Крок #4\\\\\\\\\\\\\\\\nВливаємо тісто у змащену олією або маслом форму. Вишню викладаємо поверх тіста.', 'Крок #5\\\\\\\\\\\\\\\\nСтавимо у розігріту до 150 градусів духовку та випікаємо близько 30 хвилин.']",https://harchi.info/recipe/vyshnevyy-pyrig-6798,"['вишня', 'борошно', 'кефір', 'цукор', 'яйце куряче', 'розпушувач тіста']"
Кекс з малиною,Випічка,В будь-який час,"['борошно кукурудзяне: 100гр.', 'борошно пшеничне: 150гр.', 'крохмаль: 1ст. л.', 'розпушувач тіста: 20гр.', 'сіль: 4гр.', 'цукор: 100гр.', 'масло вершкове: 150гр.', 'яйце куряче: 3шт.', 'малина: 125гр.', 'лимон: 1шт.']","['Крок #1\\\\\\\\\\\\\\\\nУ глибокій мисці змішуємо два види борошна, дрібку солі, крохмаль і розпушувач.', 'Крок #2\\\\\\\\\\\\\\\\nЯйця збиваємо з цукром до білої піни. Додаємо розтоплене вершкове масло (його необхідно попередньо охолодити).', 'Крок #3\\\\\\\\\\\\\\\\nДодаємо сухі компоненти. Збиваємо. Додаємо лимонний сік і цедру, знову добре збиваємо.', 'Крок #4\\\\\\\\\\\\\\\\nДодаємо малину і обережно вмішуємо її в тісто ложкою. Викладаємо у змазану маслом або олією форму для випікання.', 'Крок #5\\\\\\\\\\\\\\\\nСтавимо у розігріту до 180 градусів духовку та випікаємо близько 45 хвилин.', 'Крок #6\\\\\\\\\\\\\\\\nПеред подачею можна посипати цукровою пудрою.']",https://harchi.info/recipe/keks-z-malynoyu-6797,"['борошно кукурудзяне', 'борошно пшеничне', 'крохмаль', 'розпушувач тіста', 'сіль', 'цукор', 'масло вершкове', 'яйце куряче', 'малина', 'лимон']"
Пиріг з полуницею,Випічка,В будь-який час,"['борошно: 1,5скл.', 'розпушувач тіста: 1,5ч. л.', 'кориця: 1ч. л.', 'ванільний цукор: 20гр.', 'масло вершкове: 100гр.', 'яйце куряче: 2шт.', 'цукор: 3/4скл.', 'молоко: 2ст. л.', 'сіль: 4гр.', 'полуниця: 400гр.', 'цукрова пудра: 40гр.']","['Крок #1\\\\\\\\\\\\\\\\nЗмішати у мисці просіяне борошно, корицю, ванільний цукор, сіль і розпушувач.', 'Крок #2\\\\\\\\\\\\\\\\nОкремо збити масло із цукром до кремоподібного стану, додати по одному яйця. Потім влити молоко, розмішати.', 'Крок #3\\\\\\\\\\\\\\\\nВсипати борошно, обережно замішуючи тісто лопаткою.', 'Крок #4\\\\\\\\\\\\\\\\nФорму діаметром 22-24 см встелити пергаментом і змастити маслом. Вилити масу у форму, розрівняти.', 'Крок #5\\\\\\\\\\\\\\\\nПолуницю розрізати навпіл, викласти на тісто по колу, трохи вдавлюючи у тісто.', 'Крок #6\\\\\\\\\\\\\\\\nПоставити пиріг у розігріту до 180 градусів духовку та випікати 35-40 хвилин.', 'Крок #7\\\\\\\\\\\\\\\\nГотовий пиріг трохи охолодити, посипати цукровою пудрою.']",https://harchi.info/recipe/pyrig-z-polunyceyu-6796,"['борошно', '5скл.', 'розпушувач тіста', '5ч. л.', 'кориця', 'ванільний цукор', 'масло вершкове', 'яйце куряче', 'цукор', 'молоко', 'сіль', 'полуниця', 'цукрова пудра']"
Шашлик з яловичої лопатки,Друга страва,В будь-який час,"['яловича лопатка: 5кг.', 'цибуля: 800гр.', 'сік лимонний: 70мл.', 'винний оцет: 20мл.', 'майоран свіжий: 20гр.', 'сіль: 15гр.', 'чорний перець горошком: 10гр.', 'цукор тростинний: 10гр.', 'олія рослинна: 100мл.']","['Крок #1\\\\\\\\\\\\\\\\nЗмішуємо всі інгредієнти, розминаємо, залишаємо на 15 хвилин.', 'Крок #2\\\\\\\\\\\\\\\\nДодаємо нарізане шматочками м’ясо.', 'Крок #3\\\\\\\\\\\\\\\\nЗалишаємо у маринаді на 12 годин у холодильнику.']",https://harchi.info/recipe/shashlyk-z-yalovychoyi-lopatky-7047,"['яловича лопатка', 'цибуля', 'сік лимонний', 'винний оцет', 'майоран свіжий', 'сіль', 'чорний перець горошком', 'цукор тростинний', 'олія рослинна']"
Шашлик з риби,Друга страва,В будь-який час,"['біла риба філе: 1кг.', 'сік морквяний: 1,5л.', 'соєвий соус: 150гр.', 'олія оливкова: 100гр.', 'сік лимонний: 1шт.', 'лавровий листок: 2шт.', 'білий перець мелений: 5гр.', 'сіль: 5гр.', 'естрагон свіжий: 5гр.']","['Крок #1\\\\\\\\\\\\\\\\nСкип’ятити морквяний сік зі спеціями, охолодити, додати оливкову олію, сік лимону. Спробувати. Маринад повинен здаватися трохи пересоленим', 'Крок #2\\\\\\\\\\\\\\\\nЗалити рибу і маринувати протягом ночі.', 'Крок #3\\\\\\\\\\\\\\\\nСмажити на мангалі.']",https://harchi.info/recipe/shashlyk-z-ryby-7046,"['біла риба філе', 'сік морквяний', '5л.', 'соєвий соус', 'олія оливкова', 'сік лимонний', 'лавровий листок', 'білий перець мелений', 'сіль', 'естрагон свіжий']"
Сувлакі зі свинячої шиї,Друга страва,В будь-який час,"['шия свиняча: 1кг.', 'сіль: 6гр.', 'чорний перець: 1гр.', 'олія оливкова: 30мл.', 'порошок часниковий: 2гр.', 'паприка червона солодка сушена: 2гр.', 'чебрець звичайний: 1гр.']","['Крок #1\\\\\\\\\\\\\\\\nМ’ясо нарізати на невеликі шматочки по 20-30 г кожний.', 'Крок #2\\\\\\\\\\\\\\\\nПерекласти у ємкість, засипати спеції та оливкову олію, ретельно перемішати.', 'Крок #3\\\\\\\\\\\\\\\\nМаринувати у холодильнику протягом 2-5 годин.', 'Крок #4\\\\\\\\\\\\\\\\nЗамариноване м’ясо нанизати на шампури-шпажки. Запікати на вугіллі.']",https://harchi.info/recipe/suvlaki-zi-svynyachoyi-shyyi-7048,"['шия свиняча', 'сіль', 'чорний перець', 'олія оливкова', 'порошок часниковий', 'паприка червона солодка сушена', 'чебрець звичайний']"
Шашлик з баранячої ноги,Друга страва,В будь-який час,"['бараняча нога: 2кг.', 'часник: 1шт.', 'кінза: 300гр.', 'олія рослинна: 50гр.', 'коріандр: 5гр.', 'сіль: 20гр.']","['Крок #1\\\\\\\\\\\\\\\\nУсі інгредієнти, крім м’яса, змішати та перебити в однорідну пасту.', 'Крок #2\\\\\\\\\\\\\\\\nМ’ясо нарізати крупними кубиками (7х7 см). Замаринувати з пастою мінімум на 12 годин, а краще на добу.', 'Крок #3\\\\\\\\\\\\\\\\nМ’ясо насаджувати на шампури на відстані мінімум 1 см один шматок від іншого.', 'Крок #4\\\\\\\\\\\\\\\\nСмажити на жарі вище середнього при достатній кількості вугілля, перевіряти після утворення хорошої скоринки.', 'Крок #5\\\\\\\\\\\\\\\\nНеобхідно зняти з вогню та скласти всі шампури один на одний у той момент, коли всередині ще буде залишатися смужка сирого м’яса, і накрити все фольгою. Залишити так на 10 хвилин для того, щоб температура вирівнялась і шашлик за рахунок власного жару дійшов до готовності, але при цьому залишився соковитим.']",https://harchi.info/recipe/shashlyk-z-baranyachoyi-nogy-7045,"['бараняча нога', 'часник', 'кінза', 'олія рослинна', 'коріандр', 'сіль']"
Шашлик з креветок,Друга страва,В будь-який час,"['креветки: 20шт.', 'лемонграс: 30гр.', 'імбир: 10гр.', 'паста том ям: 10гр.', 'соус солодкий чилі: 50гр.', 'сік апельсиновий: 20гр.', 'сік лайму: 20гр.', 'кінза свіжа: 5гр.', 'олія рослинна: 50гр.', 'сіль: 4гр.']","['Крок #1\\\\\\\\\\\\\\\\nЛемонграс почистити, імбир натерти або дрібно нарізати.', 'Крок #2\\\\\\\\\\\\\\\\nВсі інгредієнти змішати у глибокій мисці та додати чищені креветки.', 'Крок #3\\\\\\\\\\\\\\\\nМаринувати 30 хвилин.', 'Крок #4\\\\\\\\\\\\\\\\nСмажити на шпажках.']",https://harchi.info/recipe/shashlyk-z-krevetok-7044,"['креветки', 'лемонграс', 'імбир', 'паста том ям', 'соус солодкий чилі', 'сік апельсиновий', 'сік лайму', 'кінза свіжа', 'олія рослинна', 'сіль']"
"Смузі з авокадо, груші та винограду",Безалкогольний напій,Сніданок,"['шпинат: 500гр.', 'груша: 1шт.', 'виноград: 15шт.', 'грецький йогурт: 3ст. л.', 'авокадо: 1/2шт.', 'сік лимонний: 1ст. л.']","['Крок #1\\\\\\\\\\\\\\\\nВиноград нарізати на половинки, грушу нарізати кубиками.', 'Крок #2\\\\\\\\\\\\\\\\nЗмішати всі інгредієнти у блендері до однорідної консистенції.']",https://harchi.info/recipe/smuzi-z-avokado-grushi-ta-vynogradu-6795,"['шпинат', 'груша', 'виноград', 'грецький йогурт', 'авокадо', 'сік лимонний']"
"Смузі з огірка, папаї та ананасу",Безалкогольний напій,Сніданок,"['ананас: 125гр.', 'огірок: 1/2шт.', 'папая: 125гр.', 'банан: 1шт.', 'кокосова вода: 250мл.', 'шпинат: 500гр.', 'лід: 4шт.']","['Крок #1\\\\\\\\\\\\\\\\nАнанас і папаю почистити і нарізати на кубики, банан також нарізати кубиками, огірок - скибочками.', 'Крок #2\\\\\\\\\\\\\\\\nЗмішати все з кокосовою водою, шпинатом і льодом.', 'Крок #3\\\\\\\\\\\\\\\\nЗбити в блендері до однорідної консистенції.']",https://harchi.info/recipe/smuzi-z-ogirka-papayi-ta-ananasu-6794,"['ананас', 'огірок', 'папая', 'банан', 'кокосова вода', 'шпинат', 'лід']"
"Смузі з моркви, банану і шпинату",Безалкогольний напій,Сніданок,"['морква: 2шт.', 'банан: 1/2шт.', 'шпинат: 500гр.', 'молоко соєве: 250гр.', 'родзинки білі: 1ч. л.', 'кориця: 1/2ч. л.', 'гвоздика: 4шт.', 'лід: 3шт.']","['Крок #1\\\\\\\\\\\\\\\\nМоркву і банан порізати, викласти разом зі шпинатом та соєвим молоком у блендер.', 'Крок #2\\\\\\\\\\\\\\\\nЗверху насипати родзинки і спеції, додати лід.', 'Крок #3\\\\\\\\\\\\\\\\nЗбивати все на повільному режимі до однорідної консистенції.']",https://harchi.info/recipe/smuzi-z-morkvy-bananu-i-shpynatu-6793,"['морква', 'банан', 'шпинат', 'молоко соєве', 'родзинки білі', 'кориця', 'гвоздика', 'лід']"
"Смузі з кейлу, ягід і банану",Безалкогольний напій,Сніданок,"['петрушка: 125гр.', 'кейл: 4шт.', 'ягоди: 250гр.', 'банан: 1шт.', 'борошно лляне: 1ч. л.']","['Крок #1\\\\\\\\\\\\\\\\nПетрушку промити та подрібнити, кейл почистити, залишивши тільки листя.', 'Крок #2\\\\\\\\\\\\\\\\nВикласти зелень та ягоди, а також шматочки банану в блендер.', 'Крок #3\\\\\\\\\\\\\\\\nЗмішати все разом з лляним борошном.']",https://harchi.info/recipe/smuzi-z-keylu-yagid-i-bananu-6792,"['петрушка', 'кейл', 'ягоди', 'банан', 'борошно лляне']"
Смузі з лохини та авокадо,Безалкогольний напій,Сніданок,"['вода: 250мл.', 'лохина: 250гр.', 'банан: 1шт.', 'авокадо: 1/2шт.', 'шпинат: 100гр.', 'агава: 1ст. л.', 'лід: 4шт.']","['Крок #1\\\\\\\\\\\\\\\\nУсі інгредієнти викладіть у блендер.', 'Крок #2\\\\\\\\\\\\\\\\nЗмішайте до однорідної консистенції.']",https://harchi.info/recipe/smuzi-z-lohyny-ta-avokado-6791,"['вода', 'лохина', 'банан', 'авокадо', 'шпинат', 'агава', 'лід']"
"Смузі з лимону, огірка та яблука",Безалкогольний напій,Сніданок,"['селера стеблі: 1шт.', 'огірок: 1/2шт.', 'яблуко зелене: 1/2шт.', 'молоко мигдальне: 250мл.', 'лимон: 1/2шт.', 'чіа: 1ст. л.']","['Крок #1\\\\\\\\\\\\\\\\nСелеру, огірок та яблуко порізати на дрібні кубики.', 'Крок #2\\\\\\\\\\\\\\\\nЗбити з молоком і чіа.', 'Крок #3\\\\\\\\\\\\\\\\nДодати лимонний сік.']",https://harchi.info/recipe/smuzi-z-lymonu-ogirka-ta-yabluka-6790,"['селера стеблі', 'огірок', 'яблуко зелене', 'молоко мигдальне', 'лимон', 'чіа']"
Смузі з банану і шпинату,Безалкогольний напій,Сніданок,"['банан: 1шт.', 'рослинне молоко: 250гр.', 'шпинат: 500гр.', 'лід: 3шт.']","['Крок #1\\\\\\\\\\\\\\\\nБанан поламайте на шматки.', 'Крок #2\\\\\\\\\\\\\\\\nЗбийте з молоком і шпинатом до однорідної консистенції.', 'Крок #3\\\\\\\\\\\\\\\\nУ спекотний день можна додати лід.']",https://harchi.info/recipe/smuzi-z-bananu-i-shpynatu-6789,"['банан', 'рослинне молоко', 'шпинат', 'лід']"
Лавандовий лимонад,Безалкогольний напій,В будь-який час,"['лимон: 3шт.', 'квіти лаванди сушені: 2ст. л.', 'цукор: 0,5скл.', 'вода: 5скл.']","['Крок #1\\\\\\\\\\\\\\\\nПоловину води наливаємо у каструлю. Додаємо цукор і квіти лаванди. Доводимо до кипіння на середньому вогні.', 'Крок #2\\\\\\\\\\\\\\\\nКоли з’являться перші бульбашки, зменшуємо вогонь до мінімуму та варимо ще хвилин 5. Знімаємо з вогню, накриваємо кришкою та залишаємо настоюватися близько години.', 'Крок #3\\\\\\\\\\\\\\\\nПотім проціджуємо відвар і вичавлюємо у нього сік з лимонів. Додаємо решту води і добре перемішуємо.', 'Крок #4\\\\\\\\\\\\\\\\nПереливаємо у глечик і охолоджуємо в холодильнику.']",https://harchi.info/recipe/lavandovyy-lymonad-6810,"['лимон', 'квіти лаванди сушені', 'цукор', '5скл.', 'вода']"
Лимонад з пелюсток троянди,Безалкогольний напій,В будь-який час,"['пелюстки троянди: 5шт.', 'лимон: 1шт.', 'цукор: 3ст. л.', 'вода: 1л.']","['Крок #1\\\\\\\\\\\\\\\\nПелюстки троянд відокремлюємо від бутонів (5 бутонів).', 'Крок #2\\\\\\\\\\\\\\\\nДодаємо цукор, вичавлюємо сік з лимону та заливаємо окропом.', 'Крок #3\\\\\\\\\\\\\\\\nПеремішуємо (до повного розчинення цукру) і залишаємо настоюватися на ніч (8-10 годин).', 'Крок #4\\\\\\\\\\\\\\\\nПісля цього проціджуємо та подаємо з льодом.']",https://harchi.info/recipe/lymonad-z-pelyustok-troyandy-6809,"['пелюстки троянди', 'лимон', 'цукор', 'вода']"
Імбирний лимонад,Безалкогольний напій,В будь-який час,"['імбир: 30гр.', 'цукор: 6ст. л.', 'вода: 750мл.', 'лимон: 4шт.', ""м'ята: 20гр.""]","['Крок #1\\\\\\\\\\\\\\\\nІмбир натираємо на дрібну тертку, вичавлюємо в нього сік з лимонів. Залишаємо хвилин на 10-15, щоб імбир пустив якомога більше соку.', 'Крок #2\\\\\\\\\\\\\\\\nПроціджуємо суміш, додаємо цукор і ставимо на вогонь. Нагріваємо до повного розчинення цукру.', 'Крок #3\\\\\\\\\\\\\\\\nЧекаємо, покиохолоне, потім розбавляємо водою за смаком.']",https://harchi.info/recipe/imbyrnyy-lymonad-6808,"['імбир', 'цукор', 'вода', 'лимон', 'мята']"
Огірковий лимонад,Безалкогольний напій,В будь-який час,"['огірок: 4шт.', 'лимон: 1шт.', 'цукор: 2ст. л.', 'вода: 0,5скл.', 'газована вода: 750мл.']","['Крок #1\\\\\\\\\\\\\\\\nОгірки миємо, один нарізаємо тонкими колами. Решту чистимо від шкірки і подрібнюємо блендером у пюре.', 'Крок #2\\\\\\\\\\\\\\\\nПроціджуємо за допомогою сита і добре відтискаємо огіркову м’якоть. М’якоть викидаємо, огірковий сік залишаємо.', 'Крок #3\\\\\\\\\\\\\\\\nВаримо сироп: у каструлі змішуємо цукор з водою і нагріваємо, поки цукор не розчиниться.', 'Крок #4\\\\\\\\\\\\\\\\nЧекаємо, поки сироп вистигне, потім вичавлюємо до нього сік з лимону. Додаємо огірковий сік і добре перемішуємо.', 'Крок #5\\\\\\\\\\\\\\\\nРозливаємо у склянки, додаємо огіркові кола та розбавляємо газованою мінеральною водою.']",https://harchi.info/recipe/ogirkovyy-lymonad-6807,"['огірок', 'лимон', 'цукор', 'вода', '5скл.', 'газована вода']"
Лимонад з тархуном і м’ятою,Безалкогольний напій,В будь-який час,"['тархун: 50гр.', ""м'ята: 50гр."", 'цукор: 5ст. л.', 'лимон: 1шт.', 'вода: 1скл.', 'газована вода: 750мл.']","['Крок #1\\\\\\\\\\\\\\\\nТархун і м’яту рвемо руками або нарізаємо ножем.', 'Крок #2\\\\\\\\\\\\\\\\nУ каструлі змішуємо зелень, цукор і звичайну воду. Нагріваємо і чекаємо, поки цукор розчиниться.', 'Крок #3\\\\\\\\\\\\\\\\nЗнімаємо з вогню, охолоджуємо.', 'Крок #4\\\\\\\\\\\\\\\\nКоли охолоне, вичавлюємо сік 1 лимону і розбавляємо за смаком газованою мінеральною водою.']",https://harchi.info/recipe/lymonad-z-tarhunom-i-myatoyu-6806,"['тархун', 'мята', 'цукор', 'лимон', 'вода', 'газована вода']"
Полуничний лимонад,Безалкогольний напій,В будь-який час,"['полуниця: 2скл.', 'цукор: 5ст. л.', 'лимон: 2шт.', 'вода: 1,5л.', ""м'ята: 40гр.""]","['Крок #1\\\\\\\\\\\\\\\\nЦукор висипаємо у каструлю, наливаємо туди воду і варимо на невеликому вогні. Коли цукор розтане, вичавлюємо у сироп сік з лимонів.', 'Крок #2\\\\\\\\\\\\\\\\nПолуницю нарізаємо на шматочки та додаємо до сиропу. Заливаємо все водою, що залишилася, і чекаємо пару годин – напій має настоятися.', 'Крок #3\\\\\\\\\\\\\\\\nПроціджуємо, переливаємо у глечик і ставимо в холодильник.', 'Крок #4\\\\\\\\\\\\\\\\nПодаємо з льодом і листочками м’яти.']",https://harchi.info/recipe/polunychnyy-lymonad-6805,"['полуниця', 'цукор', 'лимон', 'вода', '5л.', 'мята']"
Абрикосовий лимонад,Безалкогольний напій,В будь-який час,"['абрикос: 700гр.', 'цукор: 5ст. л.', 'вода: 3л.', 'базилік: 40гр.']","['Крок #1\\\\\\\\\\\\\\\\nЗ абрикосів видаляємо кісточки, перекладаємо м’якоть у каструлю.', 'Крок #2\\\\\\\\\\\\\\\\nЗаливаємо водою, додаємо цукор і доводимо до кипіння. Коли почне булькотіти, зменшуємо вогонь до мінімуму і залишаємо варитися ще хвилин на 15.', 'Крок #3\\\\\\\\\\\\\\\\nЗнімаємо з вогню, проціджуємо через марлю/сито/друшляк і переливаємо у глечик. Додаємо жменю базиліку і чекаємо, поки охолоне.', 'Крок #4\\\\\\\\\\\\\\\\nЗа такою ж схемою можна приготувати лимонад з персиків.']",https://harchi.info/recipe/abrykosovyy-lymonad-6804,"['абрикос', 'цукор', 'вода', 'базилік']"
